id	total	mutual	mutualT	single	singleT
117948055	20	11	1	9	3
57069444	65	43	9	22	8
99873502	54	27	3	27	3
27544682	15	8	4	7	2
8504942	16	9	3	7	2
81160787	686	513	28	173	4
16405924	17	13	5	4	2
14454079	231	144	4	87	7
49962105	27	21	5	6	3
30260126	18	10	2	8	2
165919947	70	10	1	60	6
139560104	51	32	2	19	0
14427374	21	17	4	4	0
22673920	38	29	9	9	4
266622190	18	11	6	7	2
46466286	259	233	22	26	5
15733427	67	42	7	25	5
30895637	21	17	3	4	1
15299908	38	19	6	19	11
17761820	163	81	30	82	25
16812633	26	24	8	2	1
29225171	300	241	75	59	6
21812410	230	170	31	60	11
57069462	55	42	3	13	0
104557540	12	12	5	0	0
106907689	2159	2072	225	87	4
16093374	19	12	6	7	1
25147928	174	168	19	6	1
27671982	218	181	26	37	8
51502704	50	18	7	32	13
104970351	22	3	3	19	8
15980145	61	51	11	10	0
1056231	38	29	8	9	1
16662061	22	22	2	0	0
16726423	72	49	3	23	5
27914834	38	26	5	12	6
76050586	32	22	8	10	5
121537658	32	15	5	17	7
29789004	96	95	15	1	0
14435773	14	9	3	5	3
91370100	74	49	3	25	6
15011421	18	16	4	2	1
103739024	17	8	5	9	8
23478772	15	11	1	4	0
51614475	24	16	4	8	3
27935689	233	165	24	68	11
71081616	137	121	33	16	3
34162502	38	22	3	16	1
15379713	88	51	10	37	9
52169979	34	20	6	14	7
17118301	29	18	1	11	3
16462011	47	33	13	14	6
215809728	41	29	1	12	1
131635078	37	28	8	9	5
17553898	12	9	3	3	1
23943367	571	516	97	55	9
115601412	324	237	43	87	11
38475447	39	23	1	16	2
97563734	79	24	8	55	11
16806582	1895	1803	281	92	15
106867321	31	21	9	10	5
80473658	38	26	5	12	4
38778658	770	436	32	334	23
43193647	70	67	18	3	1
212779643	51	11	2	40	6
15149901	13	7	1	6	3
94487984	767	658	43	109	8
30844979	175	152	20	23	2
15211580	2310	1504	439	806	161
18092342	878	401	62	477	34
226419556	83	34	8	49	12
89131180	39	38	3	1	0
41940145	30	29	1	1	0
37670048	23	10	3	13	4
161001525	92	92	9	0	0
78604651	59	54	11	5	2
11202052	48	16	4	32	10
42707442	13	8	3	5	1
15265171	16	11	4	5	4
112577084	15	9	5	6	3
199114194	23	12	3	11	2
22554654	578	560	97	18	2
21980131	1379	1130	235	249	45
69176198	13	11	4	2	2
6728362	18	12	2	6	0
24022618	24	23	3	1	0
17218135	125	106	30	19	4
14908780	274	232	62	42	15
14454170	15	9	2	6	2
26674578	27	12	2	15	1
14271542	84	54	17	30	8
90796032	61	31	4	30	9
46797074	70	65	11	5	1
18749095	16	6	3	10	4
69456575	85	81	12	4	1
120631130	346	211	21	135	10
24258525	22	14	3	8	2
59143047	17	16	6	1	1
24821159	164	148	49	16	4
98261993	34	31	7	3	1
19807091	14	4	2	10	4
16806562	11	9	4	2	2
56631772	23	14	0	9	2
17177164	1408	1043	117	365	29
15988754	49	36	14	13	5
67417578	30	15	1	15	2
37255719	20	18	11	2	0
46570025	32	23	3	9	2
92670961	48	20	6	28	9
73526582	45	32	8	13	3
225511897	74	50	1	24	0
1518031	26	18	5	8	1
25147984	241	188	39	53	14
15379754	19	16	5	3	0
141047789	27	9	2	18	7
14435733	2058	1063	332	995	234
17860204	140	138	20	2	1
82115899	18	10	3	8	3
51676301	40	14	1	26	1
127442071	27	27	1	0	0
19717415	15	12	2	3	1
99818164	472	381	13	91	1
117603907	16	9	6	7	3
83028262	50	42	3	8	2
18092306	93	69	25	24	7
43915611	20	13	7	7	2
59245158	84	63	4	21	3
34055583	40	30	6	10	2
26221744	15	7	1	8	4
17419891	56	48	14	8	4
40787872	42	24	2	18	1
228735628	96	58	9	38	8
15212789	34	26	10	8	2
43130241	14	12	2	2	0
39896587	1996	1438	250	558	40
28994329	68	68	14	0	0
17868064	28	17	4	11	2
113154445	160	133	18	27	2
28839471	12	11	2	1	0
17761793	29	25	3	4	1
165214072	27	21	2	6	2
108056475	170	154	20	16	1
79541536	508	165	19	343	28
41510325	12	10	1	2	0
14868419	25	11	0	14	1
33283206	46	40	6	6	1
16607821	211	204	24	7	0
13500102	11	10	4	1	0
81462691	15	14	2	1	0
7531222	89	75	28	14	6
208115089	37	25	9	12	0
14875084	668	587	122	81	13
87853803	71	44	9	27	4
4187291	16	10	3	6	0
27416035	27	9	1	18	5
26421384	20	14	7	6	1
89028742	12	11	3	1	0
84415496	17	13	2	4	0
76156322	41	25	3	16	2
18484060	21	12	4	9	2
219343730	53	26	5	27	5
24821116	74	65	8	9	1
84652954	22	15	6	7	1
14908729	27	23	4	4	0
26901713	29	11	3	18	5
264234853	26	17	4	9	4
249773985	43	35	4	8	2
87445067	31	19	6	12	4
11963132	15	15	8	0	0
23047471	41	14	6	27	12
92670911	57	42	9	15	1
43062588	83	73	10	10	1
42444482	25	15	2	10	2
137390546	104	36	8	68	13
242828142	22	17	1	5	1
112799271	45	35	11	10	2
5447242	274	228	75	46	17
20935166	29	21	5	8	4
234365235	1928	1814	169	114	8
46898366	61	22	5	39	7
44453439	80	32	10	48	15
12955112	14	10	2	4	1
26038878	16	14	4	2	1
19176095	18	15	3	3	1
36388662	17	6	4	11	4
21148543	235	220	39	15	2
42976883	50	11	6	39	25
91214867	12	6	1	6	3
18526039	57	9	3	48	16
19225458	20	13	0	7	0
269613358	42	12	5	30	6
35952380	29	18	4	11	5
49709557	55	18	7	37	12
17070137	29	27	4	2	0
21114164	13	6	0	7	4
40073705	52	48	2	4	0
279027634	63	38	4	25	4
14554247	11	8	5	3	1
163858128	127	12	3	115	4
22455116	22	19	2	3	1
229975192	22	15	3	7	0
130365088	54	51	7	3	0
26087452	41	11	6	30	11
65419594	45	33	8	12	1
35152456	33	12	3	21	7
229539856	142	118	11	24	2
55804786	105	77	13	28	2
12756212	1935	1354	368	581	67
8564962	170	58	13	112	14
62763843	20	15	2	5	0
26500976	31	13	2	18	3
21160895	16	12	4	4	1
37767487	315	274	31	41	3
28633301	21	18	6	3	0
76463275	59	11	3	48	10
39801549	86	30	6	56	20
39455009	12	11	3	1	0
59089997	14	11	5	3	2
91235010	96	89	19	7	1
17070113	254	219	68	35	13
185930731	37	13	5	24	8
196116667	27	14	5	13	5
59442389	61	28	4	33	6
68561040	21	20	6	1	0
14959102	29	13	4	16	4
209626303	20	19	4	1	0
295837443	19	17	4	2	0
36006900	259	60	12	199	29
76103321	37	24	12	13	9
23972996	425	387	66	38	5
75107728	20	13	6	7	2
38073608	17	16	2	1	1
14478644	15	13	5	2	0
31123636	15	8	2	7	2
28970585	43	12	1	31	5
57377658	33	24	4	9	1
219837715	17	12	1	5	1
30530293	123	28	3	95	2
15287493	180	156	20	24	0
207264833	287	160	20	127	22
15149935	940	318	78	622	77
33829383	369	155	10	214	4
157155865	22	12	7	10	6
139569812	12	8	4	4	1
59570179	47	38	3	9	1
35062313	236	180	23	56	2
103050967	15	5	1	10	2
131967931	17	10	1	7	1
19262500	243	114	32	129	38
60825024	29	18	1	11	0
27982219	32	12	3	20	7
14959173	47	28	6	19	4
52084193	33	20	6	13	0
119623833	74	21	0	53	11
7158102	492	142	30	350	21
13775632	48	33	10	15	4
5418072	178	119	32	59	11
7748942	12	9	2	3	0
14091259	45	41	20	4	1
80388512	28	14	4	14	9
16343700	338	275	26	63	5
186274331	19	11	6	8	1
27384576	13	9	4	4	0
151992771	27	13	4	14	0
26853196	13	12	2	1	0
190577983	27	25	7	2	1
77233604	36	18	5	18	7
75329870	31	27	9	4	1
14554287	105	66	16	39	9
18484004	26	17	0	9	3
280854431	29	11	1	18	2
22026842	12	6	2	6	2
17953019	431	204	24	227	25
19176044	46	37	4	9	1
71044851	102	51	10	51	15
19330414	20	10	1	10	3
9932202	408	327	63	81	17
18891396	68	62	14	6	1
125188100	44	19	3	25	3
19094752	19	13	4	6	2
156064145	40	35	4	5	1
62106847	349	321	14	28	5
270575572	121	111	18	10	0
12955172	13	5	3	8	2
14091221	27	26	10	1	0
203807221	71	39	15	32	12
60538312	20	9	4	11	5
22026877	11	8	1	3	1
22643800	874	807	138	67	14
83234884	19	15	0	4	1
42695412	42	33	3	9	1
83693835	28	28	4	0	0
238437637	44	37	1	7	0
80683230	13	11	2	2	0
66716492	26	13	2	13	0
236495358	36	15	2	21	3
20567006	35	21	5	14	7
14656061	64	6	2	58	10
184662575	27	21	1	6	0
19086339	17	12	4	5	3
28331260	4147	3118	260	1029	58
6602582	21	13	4	8	3
223673618	23	11	4	12	3
14948574	31	24	5	7	2
80858484	35	26	3	9	2
252995486	120	80	13	40	9
33540476	450	433	55	17	1
28409137	14	10	1	4	1
135240957	74	29	10	45	9
19852561	1079	715	157	364	59
38720173	23	10	1	13	4
35793530	15	10	1	5	3
50880111	57	44	7	13	1
14073039	12	11	6	1	0
34222829	19	19	3	0	0
41907505	29	17	3	12	8
100318037	32	18	3	14	5
13736352	93	88	9	5	0
72985933	80	48	15	32	17
11322592	15	6	1	9	5
22370838	24	21	10	3	2
42894627	22	11	4	11	4
9776572	20	15	3	5	3
212362734	91	47	1	44	3
81217727	734	454	36	280	25
61077304	87	77	12	10	3
52892277	20	19	4	1	0
17463723	45	40	5	5	0
11745002	14	8	1	6	2
209764524	65	18	4	47	13
26692024	66	50	10	16	3
34079900	19	10	1	9	3
15733539	39	32	9	7	3
40748518	121	119	28	2	0
16268985	15	8	1	7	4
16120372	5057	4437	572	620	56
79478984	25	22	4	3	2
24647222	298	287	33	11	3
189780009	905	855	64	50	5
14466081	44	33	7	11	7
20723535	12	8	2	4	1
16880492	35	23	8	12	5
198200987	84	17	3	67	13
22788221	833	725	99	108	18
109586766	94	89	11	5	1
20079662	153	144	21	9	1
14959969	17	12	1	5	3
93983791	28	23	2	5	0
34615155	26	21	3	5	1
24647210	73	46	4	27	4
77924034	18	10	1	8	0
76459794	142	136	26	6	1
14466093	15	9	1	6	1
42909656	25	11	6	14	4
104652673	68	60	6	8	0
11081432	2471	1925	308	546	53
18274353	1303	104	18	1199	78
18929683	15	12	4	3	2
97524655	1275	1020	59	255	12
128777921	116	85	3	31	0
40027437	21	15	5	6	3
13804182	15	10	3	5	1
243347579	17	15	1	2	0
18568336	25	13	3	12	5
17160220	28	16	2	12	0
34574498	88	57	14	31	6
66490123	68	58	8	10	3
70422191	43	20	10	23	7
31001899	19	9	1	10	3
164490808	21	17	6	4	1
26414315	22	21	1	1	0
17011297	50	44	6	6	1
259813491	2462	2212	244	250	31
47275691	29	11	3	18	0
78243535	33	33	7	0	0
15163329	22	14	4	8	3
19807140	58	50	8	8	3
15011800	39	25	9	14	5
24549543	179	159	25	20	4
98520420	80	51	5	29	4
259110612	20	19	1	1	0
173938646	37	16	3	21	4
18786047	372	312	76	60	10
139835148	92	50	15	42	9
170609016	52	23	6	29	11
87084442	19	6	3	13	3
22804684	11	9	3	2	0
41940693	18	16	2	2	1
27865366	49	22	1	27	3
67097689	19	13	0	6	1
50838023	52	23	14	29	15
26926998	63	28	12	35	13
97044024	314	228	3	86	8
15716205	23	13	4	10	4
137031302	11	10	4	1	1
15725298	39	35	6	4	0
219065571	38	38	11	0	0
38720135	24	12	2	12	6
57659531	65	49	27	16	9
19688989	15	12	2	3	1
131394430	143	119	22	24	8
29312780	43	33	11	10	1
33533185	18	15	2	3	0
96573900	91	89	26	2	0
16462880	2292	2154	505	138	20
22037961	72	51	11	21	7
123679339	19	16	3	3	1
34155267	85	66	12	19	4
163494080	31	12	1	19	3
270465446	23	10	1	13	1
14378942	26	12	4	14	8
9887552	1676	1577	542	99	18
48138681	69	57	4	12	3
14435139	32	25	6	7	4
38344642	52	22	2	30	4
16678729	13	10	3	3	2
76365522	97	69	6	28	4
41198078	61	9	3	52	16
37558477	59	45	1	14	2
15716207	14	11	5	3	1
65727392	15	11	4	4	2
22194915	20	12	2	8	1
268065043	65	27	11	38	24
18932733	32	29	1	3	0
14724756	19	18	9	1	0
15011833	17	12	3	5	1
31902575	275	213	33	62	16
28815846	47	46	9	1	0
81727785	13	10	4	3	2
114657447	42	28	3	14	2
14378959	13	9	6	4	0
14435124	136	100	45	36	18
25393191	161	23	9	138	45
29645343	97	70	19	27	6
5788292	17	9	3	8	1
14466055	54	45	18	9	4
20353265	424	404	41	20	2
17058001	17	13	2	4	2
85161036	22	16	6	6	1
19367136	28	24	8	4	1
12789972	20	16	3	4	0
18526718	17	8	2	9	3
16086427	525	469	77	56	7
132664127	37	16	7	21	7
15972562	111	92	30	19	8
68188243	11	9	1	2	1
10225972	12	9	5	3	1
61613399	70	33	3	37	7
29901161	652	547	76	105	10
16369874	83	77	18	6	0
34410381	20	12	6	8	1
102173248	36	20	7	16	6
14228785	28	22	7	6	4
34961367	24	14	1	10	3
65114379	654	601	148	53	11
23795752	45	22	6	23	10
13117792	1139	601	53	538	22
59549157	18	17	1	1	0
20334316	70	69	10	1	0
4413871	13	12	3	1	0
176957607	24	9	0	15	2
22092828	32	14	3	18	5
17757735	48	12	6	36	11
34410392	58	29	5	29	5
12657	11	8	5	3	1
15370132	18	13	2	5	2
184445408	53	24	3	29	5
175947296	32	32	4	0	0
204430089	11	4	1	7	2
21840921	66	41	8	25	2
35388235	19	11	2	8	3
117615207	33	14	3	19	5
62388661	44	13	6	31	13
40771860	67	33	8	34	9
130915995	53	41	10	12	1
59344835	22	4	1	18	6
21743403	29	14	5	15	6
230826096	397	393	38	4	0
38344637	87	83	14	4	0
60113439	18	15	2	3	2
42571748	31	31	4	0	0
167097449	26	9	4	17	12
20695182	13	11	2	2	1
69951247	31	16	8	15	6
104573804	859	838	70	21	0
29083	21	17	7	4	1
96853460	11	9	3	2	0
259332348	42	14	2	28	6
180502966	26	13	3	13	7
17856859	55	50	16	5	2
17917500	40	16	6	24	13
23157975	15	11	4	4	2
23528375	808	606	22	202	13
15769471	23	14	3	9	3
52056388	37	18	2	19	4
25909546	50	40	13	10	3
16714951	101	35	7	66	11
116525206	102	81	14	21	5
212465527	197	164	4	33	3
65061692	26	23	4	3	1
177694796	26	22	3	4	0
121163294	35	24	12	11	3
80690325	215	194	32	21	3
51118459	47	28	9	19	7
152569168	130	127	17	3	1
14875762	21	17	2	4	0
235880087	781	653	3	128	6
25349007	39	33	5	6	0
165303181	101	90	11	11	1
100626125	15	8	1	7	2
35688939	76	27	6	49	16
256172796	59	21	9	38	12
129006434	42	21	9	21	10
46842617	26	15	2	11	7
18387878	12	9	2	3	1
46515709	43	27	6	16	6
233569290	22	8	6	14	10
8994922	15	14	4	1	0
26680566	17	12	5	5	1
15069019	12	11	2	1	0
29991726	43	37	9	6	1
17281796	21	15	8	6	1
208280113	32	29	3	3	0
71305706	975	510	71	465	31
21713274	31	21	4	10	2
77616208	49	30	12	19	9
74197101	75	72	7	3	0
17041657	29	15	4	14	6
138107255	42	13	1	29	10
15716271	26	11	5	15	4
260985444	27	15	1	12	0
63800902	19	11	1	8	0
23318626	21	15	6	6	1
15980467	15	10	2	5	2
20818260	27	21	3	6	4
44665149	92	64	21	28	7
44665148	11	7	2	4	1
121658959	311	289	30	22	4
25366505	23	21	3	2	0
51972649	291	260	35	31	6
15205552	1236	1213	64	23	0
23228182	44	31	9	13	4
39413078	27	18	2	9	2
41965073	51	20	1	31	6
38795728	44	37	11	7	3
21448143	3394	2946	297	448	46
219053180	13	11	6	2	0
24647262	116	66	29	50	24
235373455	47	21	2	26	1
53544165	266	240	46	26	4
17601816	27	20	7	7	3
136845985	42	14	1	28	5
101927561	50	49	2	1	0
27347119	46	23	0	23	2
48574708	103	70	17	33	13
18395351	17	11	1	6	3
40914546	81	56	14	25	9
23844647	100	69	23	31	11
22026825	881	373	83	508	60
16714988	55	28	9	27	9
151412038	12	12	4	0	0
275692590	31	11	3	20	2
159222543	43	13	2	30	13
155321826	30	20	7	10	0
14296077	4817	3513	613	1304	156
125507244	17	14	1	3	1
70461418	674	630	119	44	7
14679214	11	8	7	3	0
20567407	40	28	19	12	6
16405831	29	13	5	16	2
123069733	51	44	5	7	1
152095360	27	18	4	9	2
72615399	24	17	3	7	0
15170105	38	36	15	2	1
18395385	48	35	6	13	4
47524452	104	66	15	38	8
16934218	89	80	14	9	1
14683616	40	25	5	15	3
23528338	389	381	24	8	0
54927329	71	49	8	22	1
21411180	53	46	11	7	1
34028293	20	10	2	10	1
149554336	15	11	2	4	2
43147234	18	13	2	5	2
158167306	60	31	2	29	7
22699265	22	10	4	12	5
19443474	15	10	3	5	2
98527356	20	17	3	3	1
21772080	76	65	18	11	1
234029026	17	17	6	0	0
224055700	200	65	2	135	8
74016038	18	10	7	8	3
165213304	57	21	7	36	3
23273750	212	192	41	20	3
68501966	19	10	4	9	2
28043295	2243	1388	379	855	97
128437740	20	11	2	9	1
27505211	55	13	2	42	4
151539075	14	14	3	0	0
21343058	12	10	4	2	0
1283501	16	9	4	7	4
243808682	3076	2761	308	315	51
6641312	29	8	3	21	8
211014509	21	17	6	4	1
17033630	74	63	11	11	2
42661419	24	15	4	9	0
173885545	54	41	9	13	0
15370096	40	32	17	8	5
11970082	101	75	17	26	7
80690399	11	6	2	5	4
85377241	18	12	3	6	2
6953742	321	267	20	54	4
104724996	210	39	4	171	11
14442636	24	11	4	13	3
19734152	47	43	11	4	0
16411924	95	43	5	52	6
71751978	29	14	0	15	1
12725872	66	65	14	1	1
242792326	259	205	21	54	10
38307939	1785	1399	174	386	40
176805963	20	19	11	1	0
4261461	103	46	1	57	0
14810823	578	225	29	353	29
263636390	50	48	13	2	0
15867646	15	12	7	3	2
19078734	46	26	4	20	3
18598974	97	75	14	22	5
62668426	13	13	4	0	0
18885548	13	8	2	5	3
17372353	12	11	4	1	0
15886608	4975	4618	751	357	41
106962921	3672	3572	448	100	8
26087534	82	48	2	34	2
18556804	81	41	7	40	7
14228805	161	142	24	19	5
26885015	37	26	4	11	1
114455442	1908	1901	164	7	0
14271618	26	21	4	5	1
135514733	18	13	2	5	1
18770069	11	7	1	4	1
15867638	544	490	93	54	11
113074025	31	23	10	8	3
25382610	37	33	3	4	1
37652717	30	20	6	10	4
16192111	25	15	4	10	4
196803270	34	11	1	23	3
127550240	691	669	98	22	1
43794881	13	10	5	3	2
15812413	75	46	13	29	10
15473740	22	8	3	14	5
61867792	66	39	9	27	5
22932887	33	17	5	16	4
137850618	52	30	10	22	5
259755917	27	13	1	14	2
17257995	11	9	5	2	1
18598995	31	28	5	3	0
70030392	76	76	11	0	0
34055001	26	15	4	11	1
179710252	31	16	6	15	5
169411435	38	21	4	17	2
21343015	898	724	118	174	29
20085832	33	12	4	21	8
100849058	19	10	4	9	6
43794870	256	182	28	74	7
115740367	31	24	2	7	2
125458065	330	289	52	41	4
40318076	57	46	23	11	3
47004700	17	7	1	10	3
18029774	52	32	10	20	6
28785138	38	12	5	26	14
23092716	15	15	4	0	0
32913506	16	15	3	1	0
101855034	12	11	1	1	0
15956607	59	10	2	49	17
21160774	38	18	2	20	5
54546622	51	30	3	21	8
176104598	38	22	3	16	1
95507361	50	20	9	30	7
23364287	11	8	5	3	2
30252068	12	3	1	9	3
39299619	46	12	3	34	5
109882629	33	24	5	9	2
30518259	5042	4546	522	496	56
40229937	43	24	2	19	3
19225542	668	483	20	185	11
19248764	111	53	10	58	6
41103567	63	32	10	31	8
51223146	121	96	12	25	4
7940892	46	40	12	6	4
28232959	78	17	3	61	10
79597334	23	15	4	8	4
52134729	38	14	1	24	6
104294371	59	16	2	43	3
17832017	40	36	7	4	0
72313661	17	13	3	4	3
12587	803	416	42	387	14
92151263	55	24	4	31	8
12584	12	7	1	5	0
14593084	42	35	5	7	0
93162538	1878	514	56	1364	68
16098050	100	55	10	45	9
212156827	32	26	4	6	1
17434549	18	16	2	2	1
294069836	87	20	4	67	6
44130711	27	16	2	11	6
213388531	120	68	8	52	5
36520239	31	17	5	14	6
818591	27	26	12	1	0
41103524	149	97	19	52	10
199523522	16	11	4	5	2
21937618	71	39	5	32	4
17601876	1562	1260	308	302	59
25917265	38	20	3	18	1
22515283	44	25	5	19	4
103618202	35	29	4	6	1
30100336	11	7	3	4	1
19692452	22	10	3	12	3
27807342	32	20	3	12	3
44553551	121	115	13	6	0
16137597	52	18	6	34	10
45074367	493	443	10	50	4
24704428	12	6	2	6	1
17591955	32	6	1	26	3
35357353	462	432	18	30	2
21634252	12	7	1	5	1
225144671	25	12	4	13	5
151251435	207	138	24	69	10
20752744	21	17	4	4	3
217180076	17	12	5	5	2
18770034	39	32	8	7	3
89533247	33	19	5	14	8
66897419	50	32	4	18	4
108125596	44	10	2	34	6
10145612	20	17	6	3	1
91176293	147	135	21	12	2
39448087	20	19	1	1	0
58646226	525	188	17	337	26
186475821	36	35	10	1	1
70972761	15	12	5	3	1
157432871	62	40	3	22	3
62857635	16	16	3	0	0
91641883	278	246	26	32	2
56520703	141	133	14	8	1
204939517	47	42	3	5	0
131574212	37	37	2	0	0
18795990	19	17	8	2	1
71956048	115	98	12	17	2
14761005	20	10	1	10	5
130035812	63	51	8	12	4
44416455	57	19	7	38	14
20365674	33	27	4	6	2
178763568	11	11	2	0	0
86844243	87	57	7	30	6
51268304	16	11	4	5	1
69719457	15	13	3	2	0
271044994	28	13	2	15	2
14091986	15	7	3	8	1
15461372	14	9	1	5	1
794111	33	26	17	7	4
15650584	14	10	3	4	0
15700258	97	51	13	46	12
17011341	105	86	25	19	8
34440725	165	154	6	11	1
89200458	36	32	4	4	1
15379850	40	8	1	32	3
14326865	18	17	6	1	0
50074068	18	15	5	3	1
21047049	18	12	4	6	4
233869308	36	20	4	16	3
226458332	39	11	5	28	8
29789527	34	15	8	19	9
11938902	55	40	17	15	4
43651648	52	15	1	37	5
180639706	35	6	2	29	10
106649789	14	11	2	3	1
22804656	14	9	1	5	0
12972652	150	84	14	66	13
59586458	79	25	5	54	7
42149395	18	17	0	1	0
63128943	19	13	5	6	1
15886684	45	19	5	26	3
254270827	51	34	6	17	0
17078741	1162	480	42	682	39
117146740	201	196	24	5	1
37345646	15	14	4	1	0
20174627	17	14	1	3	1
296095549	87	45	1	42	4
176540463	31	9	1	22	0
7388692	58	44	3	14	4
19943113	15	11	3	4	2
794130	21	16	4	5	4
30690661	17	9	2	8	3
124571622	31	25	6	6	2
27585585	337	117	21	220	14
187384838	51	21	5	30	11
17479644	17	7	0	10	3
91469812	106	100	16	6	1
14161800	76	61	15	15	3
183039147	14	7	4	7	0
218633198	13	6	0	7	0
17372386	500	417	117	83	22
17177048	24	10	1	14	3
290137652	162	154	8	8	1
16310879	111	93	14	18	4
10366132	16	10	0	6	2
52893758	13	9	3	4	2
162342839	15	10	2	5	0
80213759	583	466	90	117	9
31640521	17	6	2	11	4
86170318	19	10	4	9	4
14138676	27	19	7	8	2
37291508	21	15	5	6	1
52430033	22	19	5	3	3
46291014	832	697	34	135	18
18274334	27	16	2	11	4
17591905	2210	1924	220	286	31
54205414	11	7	2	4	0
19240073	292	269	89	23	5
108012056	26	22	11	4	1
89282728	25	19	6	6	5
71956079	89	41	10	48	12
144861024	26	16	5	10	3
25170112	55	15	1	40	8
111233678	32	31	6	1	0
14786676	35	26	14	9	7
107077800	23	16	0	7	2
34162609	68	41	12	27	4
100700009	28	27	2	1	1
19016091	46	33	4	13	2
56862416	19	17	1	2	0
19367084	12	7	2	5	1
23972816	47	20	1	27	2
24299200	133	65	6	68	2
29312816	18	12	1	6	1
15867691	25	19	2	6	2
95823074	19	14	7	5	3
169359171	61	48	9	13	2
31024465	194	184	19	10	1
172366002	58	32	2	26	4
65950000	44	27	3	17	5
94243338	319	282	49	37	8
20322727	11	4	1	7	2
53584026	111	102	20	9	3
16098007	20	14	6	6	4
30951918	15	11	5	4	1
14115132	503	281	86	222	47
39274254	82	50	27	32	16
126418600	163	137	17	26	3
19390659	22	13	3	9	3
73829977	12	4	2	8	2
37024576	12	10	3	2	1
304126252	46	15	0	31	2
62668471	52	47	6	5	1
38712970	18	11	2	7	3
1691951	35	27	10	8	2
14392633	100	87	11	13	1
65842189	20	17	0	3	2
106098400	3135	2967	305	168	20
17716261	34	18	2	16	4
274134150	35	23	8	12	3
178047432	34	18	5	16	10
112479329	36	13	6	23	4
15011794	551	198	24	353	29
193768821	49	14	2	35	13
29710925	77	57	9	20	6
148448424	46	35	4	11	1
55165675	684	657	22	27	2
221738756	21	5	1	16	2
23104258	22	13	5	9	2
29534474	24	15	7	9	3
17011366	1091	1062	124	29	3
147076738	27	21	4	6	2
256669136	19	11	2	8	5
40385196	45	33	14	12	4
72652496	20	9	2	11	1
14271647	39	24	12	15	7
225174206	55	10	3	45	25
14975949	27	10	3	17	5
14747536	22	14	4	8	1
20472868	20	12	6	8	1
15379833	820	639	47	181	8
47101452	23	14	1	9	3
14905019	185	170	46	15	3
40890391	19	10	3	9	2
14975941	15	10	5	5	0
242605304	138	127	12	11	2
41757910	18	10	2	8	2
19094098	72	24	2	48	7
15406240	46	35	6	11	4
18336454	40	14	1	26	1
15149376	50	47	11	3	0
218571969	24	23	1	1	1
18336459	21	14	7	7	4
116744465	51	42	6	9	1
58988122	53	17	2	36	8
15429729	17	12	5	5	3
136022667	31	10	5	21	12
16678649	13	7	5	6	1
218976208	42	36	11	6	2
16120268	12	11	1	1	0
274270621	35	24	3	11	4
29255143	87	77	21	10	2
26052388	45	44	5	1	0
245908948	47	12	3	35	10
92590125	68	53	7	15	2
116315744	16	11	1	5	0
94147247	15	8	3	7	3
52215349	35	26	9	9	4
88200070	57	21	6	36	3
18418039	72	53	11	19	5
17757685	40	33	5	7	2
139651328	101	25	0	76	10
148182365	18	7	2	11	3
272632594	102	67	12	35	5
41006024	22	15	7	7	4
15228931	130	29	3	101	5
36444536	26	14	6	12	8
35263077	14	8	2	6	1
15684755	22	14	3	8	1
205059393	80	63	21	17	5
23371033	25	18	7	7	2
103108902	114	114	12	0	0
19852650	436	357	51	79	17
22788356	31	17	4	14	2
64500923	20	16	9	4	0
278166001	21	13	1	8	0
29847515	42	14	0	28	1
119535811	37	19	6	18	6
87084511	219	23	4	196	17
23881322	22	15	6	7	3
15678186	405	241	17	164	16
218835434	110	104	15	6	0
151132322	16	16	2	0	0
12716	137	114	26	23	3
16120273	1989	1146	235	843	133
193044584	318	285	35	33	3
16678630	14	13	3	1	0
14091932	13	7	4	6	3
16504901	32	21	4	11	1
14378800	11	6	2	5	1
15228962	27	8	5	19	4
74825314	22	15	3	7	4
16980512	38	25	11	13	8
18092918	16	11	2	5	3
24401093	32	13	3	19	4
25428095	483	463	97	20	3
30223093	49	28	4	21	8
15725117	29	13	7	16	6
12703	12	6	3	6	3
15650620	794	394	76	400	24
11636022	14	11	2	3	1
22153543	51	15	3	36	7
15995801	39	28	10	11	3
36323978	1104	955	86	149	11
18274490	29	24	5	5	1
25099701	21	12	5	9	1
48650395	35	11	1	24	6
18568237	15	8	4	7	0
22443742	44	32	7	12	9
76119898	38	20	4	18	2
56434700	91	56	1	35	1
19151967	66	53	8	13	0
14975910	25	18	5	7	0
9164672	14	10	6	4	2
73122828	12	8	3	4	0
22083949	98	90	29	8	2
37967249	18	10	2	8	1
51968305	62	40	7	22	11
18847772	56	27	4	29	5
15163479	48	40	7	8	2
81024128	161	52	2	109	11
16120254	13	9	5	4	4
20365584	13	11	2	2	1
34422849	83	77	10	6	1
15163428	79	64	22	15	5
206492613	105	30	4	75	5
48574876	29	24	6	5	2
92317701	69	44	9	25	5
216945422	64	34	4	30	4
17160399	49	29	13	20	6
19376888	24	15	7	9	4
80562186	13	11	4	2	1
14296116	14	11	5	3	2
29924510	157	138	13	19	1
43298804	22	10	6	12	3
241010258	955	166	10	789	23
19807231	21	11	10	10	6
29645467	342	55	3	287	12
96672296	53	15	5	38	9
65715037	21	17	3	4	1
21366600	240	59	7	181	19
24384605	11	2	1	9	5
15163418	16	14	8	2	0
45069463	33	12	5	21	2
