id	total	mutual	mutualT	single	singleT
57784123	56	15	1	41	6
92086425	71	32	5	39	8
62745393	13	8	2	5	0
166358901	37	24	2	13	3
15654697	53	47	18	6	4
30109452	39	23	6	16	5
32243242	38	20	2	18	2
309461149	268	167	24	101	11
113145881	52	18	5	34	5
11489	100	82	27	18	4
19695702	68	49	15	19	2
40333197	33	21	2	12	0
16972991	120	94	22	26	9
22977046	42	39	4	3	1
87474270	23	15	2	8	1
121256968	134	118	29	16	0
19047701	38	20	2	18	8
59333568	257	245	23	12	2
14204513	20	8	4	12	4
6218162	11	9	5	2	1
123937279	20	13	3	7	0
107516055	53	43	19	10	3
24855046	22	13	4	9	2
15843429	17	16	1	1	0
15031424	1726	1589	235	137	28
92781506	23	23	5	0	0
7566142	27	18	3	9	2
136106775	88	66	7	22	2
19695712	46	25	9	21	5
54784497	44	34	9	10	3
108020864	24	7	2	17	1
59511434	37	9	1	28	5
18026493	132	124	20	8	1
150391205	18	10	2	8	1
14674988	842	812	178	30	7
26108340	18	14	5	4	1
13877982	102	85	19	17	6
809885	28	28	4	0	0
205163297	72	69	2	3	0
73175403	125	22	7	103	29
125341059	53	32	6	21	8
37069320	211	18	0	193	9
21004210	29	17	5	12	3
227822593	34	34	1	0	0
37069323	29	20	5	9	0
154351394	47	16	0	31	1
135729715	45	23	6	22	6
28277991	15	9	3	6	2
113731464	24	19	2	5	0
19677167	17	10	4	7	1
59511463	54	21	8	33	6
16469964	81	45	8	36	5
9117182	30	23	5	7	1
45447214	30	23	9	7	3
14415500	36	33	9	3	0
23969275	1445	874	128	571	84
75011005	13	9	1	4	0
239905294	23	21	2	2	0
19047720	12	9	3	3	0
23695504	70	66	11	4	1
34475309	83	45	9	38	8
18042224	1175	1042	193	133	19
32583050	27	14	1	13	2
12599412	13	6	1	7	2
94470807	96	53	7	43	12
14415513	46	30	8	16	4
19733474	50	16	2	34	7
231238789	12	11	1	1	0
92320513	2608	2445	444	163	24
197108129	80	68	7	12	2
19788712	153	146	24	7	1
284161976	67	50	5	17	1
16027500	42	35	10	7	2
278362902	45	7	0	38	5
23600674	14	8	3	6	4
275337972	26	15	3	11	4
15535730	140	107	36	33	11
19677149	46	25	4	21	5
203550194	18	17	5	1	1
16453118	63	27	4	36	10
34007633	13	8	3	5	1
47665929	17	9	3	8	1
24462007	282	240	24	42	4
16606678	151	112	44	39	12
121494717	16	7	3	9	1
243963679	54	7	0	47	7
65993225	35	35	5	0	0
118561066	17	15	4	2	1
52290603	16	15	4	1	0
19788702	45	33	11	12	1
140073630	73	23	5	50	9
30901577	353	262	13	91	6
177488853	90	33	7	57	21
19292851	38	28	4	10	1
20825303	785	564	87	221	23
109474545	27	14	5	13	6
21495909	11	5	3	6	0
254649031	17	16	4	1	0
55419421	127	112	15	15	3
15911629	17	14	1	3	2
39542751	42	24	3	18	0
24490877	26	11	2	15	2
146444772	35	15	2	20	6
33956402	16	12	1	4	0
273069970	42	28	2	14	2
23829930	1485	1070	55	415	15
24007566	11	6	1	5	0
47999116	20	17	1	3	1
19047771	24	18	10	6	3
14389014	36	22	9	14	5
20402581	554	456	66	98	15
217123959	19	13	5	6	3
31324139	29	18	7	11	3
37879631	67	30	13	37	14
93232991	69	59	13	10	2
15843415	26	17	6	9	6
137015749	54	36	2	18	2
293795230	17	8	1	9	3
257945307	46	13	1	33	5
153645746	30	24	3	6	2
34792907	299	70	7	229	11
40333135	29	13	1	16	4
22779065	496	161	34	335	38
25038787	96	82	20	14	4
13813312	12	10	3	2	1
72889571	21	11	1	10	0
35272598	23	23	3	0	0
20402576	69	10	5	59	21
31663598	15	13	2	2	0
67086080	211	204	21	7	0
57477402	79	65	5	14	4
66768922	79	29	3	50	7
19432029	14	13	4	1	1
25292688	38	22	4	16	2
277710808	214	188	13	26	2
18170169	42	21	6	21	9
57700193	14	9	5	5	0
29194141	27	16	7	11	5
45646491	31	18	4	13	5
23835460	141	88	3	53	3
24208152	57	37	12	20	7
124493967	35	33	7	2	0
248371657	47	17	0	30	1
86106561	14	9	2	5	1
82267286	25	20	7	5	3
92410505	260	245	19	15	0
213947407	83	82	12	1	0
276589564	70	52	7	18	1
1112421	12	7	1	5	1
21217790	14	9	4	5	2
14076690	13	12	4	1	0
668523	28	26	9	2	1
58012234	289	247	17	42	2
252272094	35	20	7	15	3
66738571	55	29	2	26	1
77899848	323	258	10	65	3
23433186	29	19	2	10	0
18570358	915	778	136	137	23
24235436	13	12	1	1	1
23456952	301	227	50	74	14
86106576	30	14	5	16	5
126037975	22	13	1	9	0
16482417	27	22	13	5	4
29999174	17	4	0	13	4
40945609	35	29	15	6	4
115744433	1999	1612	254	387	34
33312084	362	153	9	209	15
15948390	39	29	7	10	0
18216888	11	9	3	2	1
274238695	148	40	0	108	5
14520390	1289	517	114	772	77
213628370	77	67	10	10	3
10939672	20	14	1	6	2
248973149	44	27	12	17	0
28283007	12	10	1	2	1
16565301	89	24	5	65	14
61970976	34	15	2	19	3
232688091	31	29	4	2	1
57986340	45	31	6	14	3
43243789	18	12	3	6	0
234411920	17	13	8	4	2
134945022	21	11	2	10	6
8106762	24	12	2	12	5
205397528	29	8	2	21	4
123905976	16	7	1	9	1
89779328	48	24	5	24	8
249801662	1631	386	31	1245	53
18360534	21	16	1	5	0
22863306	917	852	136	65	10
118598851	57	47	4	10	2
138087434	76	74	10	2	0
126080839	59	39	7	20	4
18299984	239	120	26	119	14
16408304	31	21	10	10	1
149627912	56	38	13	18	10
205558858	220	205	20	15	1
49831493	14	12	1	2	1
16408308	91	63	16	28	9
30069097	22	11	4	11	3
45447285	79	64	8	15	2
136487610	38	25	1	13	1
16191451	70	60	3	10	2
259971146	100	13	0	87	8
20235081	48	26	4	22	4
65753102	16	9	2	7	0
18623946	40	26	7	14	9
228840652	73	55	7	18	2
123593988	35	13	1	22	3
112304714	45	10	2	35	6
19571104	28	13	5	15	4
16027532	2522	2443	460	79	14
23282554	125	22	0	103	1
47641436	21	11	6	10	3
17198288	5167	2429	425	2738	414
66752985	14	10	2	4	0
16844716	36	26	7	10	2
235802137	35	19	4	16	6
10903372	12	7	3	5	2
62338036	32	20	4	12	3
179208684	58	25	2	33	1
23229633	27	18	6	9	3
18679075	126	67	6	59	5
183129076	16	13	1	3	0
39822619	18	10	2	8	6
19861779	89	67	24	22	6
16408364	72	30	12	42	11
295852172	77	17	1	60	6
944851	90	69	14	21	10
191311143	50	18	5	32	9
34623988	79	40	14	39	15
95994184	61	47	12	14	3
19425220	37	19	5	18	7
173880129	53	9	5	44	14
278068661	44	28	1	16	3
23539817	37	18	4	19	9
122174975	57	47	11	10	5
84131170	261	229	26	32	4
15061574	21	21	9	0	0
102161801	14	10	4	4	0
9420992	33	23	4	10	4
140818159	28	11	1	17	3
62261904	26	15	6	11	3
111031935	196	194	16	2	0
52818391	45	21	3	24	8
66691621	25	20	6	5	2
22793905	20	10	0	10	6
944841	12	12	6	0	0
174427445	28	20	4	8	0
14415549	14	12	4	2	1
246657437	30	11	0	19	1
24208171	35	24	5	11	1
54601257	15	8	3	7	0
176697765	1823	1479	250	344	31
21217772	46	19	12	27	8
61417931	23	14	4	9	2
19432097	99	90	29	9	3
40664567	11	10	0	1	0
192381433	128	78	12	50	9
90905825	973	931	88	42	2
166479644	90	89	1	1	0
8468632	15	10	2	5	3
80656336	24	23	3	1	1
121293507	26	19	9	7	6
18216818	44	14	6	30	12
22215346	13	3	0	10	1
85862291	2001	915	182	1086	60
37090558	20	12	3	8	2
212032174	13	13	2	0	0
252883769	18	18	1	0	0
216085327	159	136	17	23	2
194379981	20	12	1	8	1
279219007	51	31	5	20	5
44285857	259	257	32	2	0
217975351	54	31	6	23	8
256087837	25	14	0	11	3
26059503	38	27	10	11	7
302170302	39	36	5	3	1
122150012	33	28	5	5	0
59217635	173	102	8	71	4
111364386	14	8	3	6	2
26259809	45	26	11	19	7
69053	14	10	2	4	1
61471704	58	41	5	17	4
112016313	14	12	0	2	1
60973724	72	32	2	40	6
20539302	743	607	65	136	18
186016487	47	31	8	16	6
212454291	104	22	0	82	3
17539104	30	21	6	9	3
73167493	1114	453	47	661	63
55621452	50	27	15	23	9
28579916	103	64	17	39	15
88580004	34	10	0	24	2
80904665	13	13	4	0	0
33924973	18	11	4	7	4
186301948	15	10	6	5	2
14302684	18	11	4	7	4
165773181	15	14	1	1	1
92148446	37	35	2	2	1
16565391	17	17	4	0	0
23229665	13	8	0	5	3
16565392	19	15	5	4	2
14520429	659	161	19	498	29
45680920	15	10	0	5	1
16004073	39	26	13	13	4
76364893	16	13	1	3	0
26776130	42	15	4	27	7
157709735	160	103	5	57	3
37824436	21	12	7	9	4
79902536	41	14	1	27	6
16529069	12	11	4	1	0
88817995	26	23	5	3	2
201756507	30	23	3	7	2
56924356	55	38	5	17	4
26995871	167	147	32	20	8
15870312	43	41	11	2	1
91414350	107	52	9	55	9
17355004	38	35	15	3	1
159353200	32	31	4	1	1
24074189	24	12	8	12	2
8038532	53	35	6	18	2
15928979	39	39	3	0	0
271078152	100	49	13	51	12
43533853	21	14	4	7	2
9148172	487	309	82	178	20
65542076	99	84	14	15	6
26849578	46	41	15	5	1
268479992	73	70	0	3	0
76795147	52	32	8	20	10
21832853	11	8	3	3	2
177786636	59	29	6	30	9
14809486	108	88	21	20	7
220562481	30	13	4	17	3
40119361	21	12	2	9	3
11360912	1688	1434	132	254	18
58688662	13	13	5	0	0
51979595	133	26	1	107	4
24736417	64	49	15	15	10
20457863	16	6	2	10	2
16596612	556	491	68	65	8
1049531	20	17	11	3	3
35047560	13	8	1	5	3
21535850	65	52	8	13	2
63499870	71	55	7	16	1
140480537	25	16	5	9	1
253128771	66	17	7	49	16
14076711	2072	626	62	1446	89
188000637	58	47	13	11	3
22763162	46	18	4	28	4
15407421	54	43	11	11	1
37784777	39	39	9	0	0
102161841	19	6	0	13	2
41420810	30	13	2	17	4
160443263	1790	1359	163	431	29
29004811	188	155	13	33	8
28476628	14	10	3	4	0
117865172	32	25	3	7	2
198701426	33	14	0	19	2
39013397	31	8	2	23	6
17120610	30	13	4	17	3
21151699	19	11	5	8	2
86069636	72	40	9	32	9
19605160	30	29	10	1	0
16621682	141	103	23	38	10
105223236	1301	676	115	625	56
40586177	50	34	9	16	5
14076787	28	21	8	7	4
14100972	804	785	264	19	3
22840473	11	8	5	3	2
59382298	471	384	11	87	2
119127171	36	16	4	20	2
18533591	38	33	3	5	0
262748980	87	16	5	71	37
17658404	24	16	3	8	1
92148483	60	53	3	7	1
31646317	17	8	1	9	3
160810275	5079	4986	542	93	13
53237676	42	14	4	28	9
36497670	37	32	8	5	1
118736673	21	14	1	7	0
29751916	20	17	5	3	0
85279510	39	36	3	3	2
113480384	23	15	5	8	3
242136879	39	31	7	8	4
5997632	24	14	9	10	4
24959440	24	10	3	14	4
44184504	28	27	5	1	0
17108702	54	38	15	16	4
205897775	16	10	5	6	5
80065818	14	8	3	6	3
36254418	477	413	59	64	8
110478606	35	23	2	12	5
14848576	12	9	2	3	0
25834478	24	23	2	1	0
218059004	1990	353	54	1637	114
15282497	54	27	10	27	10
247383973	55	15	6	40	13
36215319	52	50	8	2	0
13891402	21	12	2	9	5
10110632	152	88	46	64	21
24235368	24	14	4	10	2
58244251	25	14	2	11	6
16747169	13	9	1	4	1
15407438	27	23	10	4	1
15282492	58	42	15	16	8
250340097	205	152	6	53	3
47814127	72	19	9	53	10
219342211	45	41	11	4	2
229712375	36	11	2	25	8
100440511	28	19	4	9	1
183048286	104	50	4	54	7
17312265	34	18	4	16	8
37420808	96	77	10	19	5
50622198	22	13	2	9	0
57547699	44	23	5	21	5
104369198	105	49	7	56	13
14602047	38	36	11	2	0
24778046	74	30	4	44	10
17482565	84	44	0	40	1
242372020	12	8	6	4	3
75670161	16	9	3	7	2
248314811	116	18	3	98	17
11514	13	9	1	4	3
20478016	36	28	10	8	4
238616934	41	28	5	13	2
46656671	88	67	8	21	3
22537702	35	20	2	15	7
34078804	23	19	3	4	0
16747158	11	7	1	4	1
140698852	15	15	1	0	0
231531221	35	22	3	13	3
84887122	233	229	60	4	1
14602051	27	25	6	2	0
47374386	28	26	5	2	0
41100904	503	434	41	69	10
33301127	49	38	12	11	3
18412853	35	27	5	8	2
41975404	26	17	5	9	0
40614607	58	43	10	15	3
167537361	66	64	7	2	0
30970839	19	11	5	8	1
226418429	26	18	3	8	0
16844656	321	243	62	78	18
75546162	51	19	5	32	12
37668511	69	66	14	3	1
17069797	51	24	9	27	5
121875256	11	10	3	1	1
25651620	26	20	3	6	1
30885175	276	157	3	119	10
115480357	32	22	12	10	5
37140102	17	9	2	8	1
14084613	41	33	12	8	4
22537724	29	18	3	11	7
48366629	68	61	3	7	1
44336046	562	506	5	56	4
15282469	20	8	3	12	2
234929118	20	17	0	3	0
17658453	59	23	2	36	3
33614943	82	75	14	7	2
216923761	99	28	3	71	9
28436235	46	16	2	30	14
23975407	44	33	10	11	2
43204537	33	10	2	23	8
15768346	5025	4715	456	310	17
20243170	50	16	4	34	5
86166971	19	17	3	2	0
16094536	113	103	15	10	2
6944162	15	11	2	4	3
141397641	40	30	1	10	1
230963096	58	9	2	49	2
15470100	15	9	0	6	1
15282458	32	19	4	13	4
26849501	17	12	5	5	1
18957747	27	21	5	6	1
20457806	55	46	16	9	2
21619278	31	20	3	11	6
235646906	52	25	1	27	1
20272386	128	104	28	24	8
18042278	5033	4195	517	838	47
85582634	61	25	3	36	7
67731568	17	11	5	6	1
42796096	28	25	3	3	0
115870108	18	16	3	2	1
9343192	20	10	2	10	2
16972926	18	15	10	3	2
21277742	84	67	9	17	5
15768331	52	36	22	16	7
23983	22	18	10	4	2
246618245	61	33	6	28	5
34793	16	13	9	3	2
11552	161	133	37	28	2
45789632	502	415	17	87	6
237021490	185	154	1	31	0
148173195	37	10	0	27	1
68023479	67	51	6	16	3
22537755	34	27	10	7	1
26130548	45	19	6	26	7
66745244	15	11	5	4	3
48653755	13	10	2	3	2
188144815	71	65	7	6	0
248996619	66	37	12	29	10
45653822	82	54	8	28	6
82958930	66	23	2	43	9
44715966	32	15	7	17	6
17413359	27	12	1	15	4
196015000	21	17	1	4	1
1401991	2031	927	189	1104	128
14362762	73	31	14	42	18
71568683	32	25	10	7	3
84329017	22	17	2	5	1
26491898	48	16	9	32	19
27183018	64	61	7	3	0
41392430	253	203	48	50	10
56615923	35	32	4	3	0
166309839	80	48	7	32	3
18965614	23	21	10	2	2
24694038	15	14	5	1	0
126412741	865	397	29	468	21
21528296	39	29	7	10	2
36838592	16	11	1	5	0
61217600	41	17	2	24	5
16784282	194	157	33	37	11
46969248	49	22	7	27	10
69199635	35	34	10	1	1
139409641	153	151	1	2	0
28842299	11	11	2	0	0
21721818	2000	681	52	1319	57
220857815	95	90	19	5	1
258456603	33	25	4	8	0
212493455	67	13	0	54	2
148795694	18	11	3	7	3
31675060	42	13	6	29	8
22508050	665	480	45	185	24
87369180	589	546	59	43	2
54631408	30	12	3	18	4
13269012	54	49	7	5	1
24639543	383	123	13	260	28
171104416	53	14	1	39	3
14883272	26	17	1	9	4
280943019	69	22	0	47	8
40491452	21	13	6	8	0
16557373	54	50	19	4	1
16031154	11	5	1	6	3
18655763	34	23	6	11	5
31452432	18	10	6	8	2
37420859	38	30	4	8	2
14604449	16	13	6	3	2
233087483	42	37	6	5	0
244693950	43	33	1	10	0
39521557	87	83	22	4	1
8118962	53	36	16	17	6
194243664	23	12	2	11	3
49842353	15	7	4	8	3
19607574	27	21	4	6	2
20633544	18	14	7	4	2
29481563	63	45	13	18	11
252823354	29	29	4	0	0
82520781	21	18	3	3	0
30697881	18	16	4	2	0
14204449	990	598	116	392	81
18957789	37	25	6	12	2
4216361	17	12	3	5	1
159139984	15	12	2	3	1
68303223	722	682	44	40	2
14883246	29	17	9	12	5
123276216	31	19	6	12	8
22234619	122	86	15	36	10
99000446	28	20	3	8	2
273201162	28	12	3	16	2
14195568	20	16	11	4	0
24335105	85	31	3	54	10
51542619	25	20	1	5	1
61410978	16	9	2	7	0
141338508	50	32	6	18	6
75468151	54	27	3	27	4
120374653	13	7	1	6	1
40803145	610	559	29	51	6
100786140	43	38	7	5	0
18170212	14	8	3	6	3
169127711	38	34	11	4	1
16972973	59	58	8	1	0
42589137	195	175	23	20	8
28729809	30	30	3	0	0
6944182	455	257	20	198	10
19553593	32	21	6	11	4
16535231	88	76	19	12	0
210730815	32	16	2	16	4
48759193	25	9	3	16	3
58265218	29	24	11	5	2
170854174	15	9	1	6	1
77638109	120	101	26	19	7
35727191	81	36	1	45	1
13346092	785	661	150	124	25
90950837	47	18	6	29	10
89524085	34	34	4	0	0
26849525	19	18	2	1	0
227736271	22	19	1	3	1
119940946	99	76	5	23	2
97070650	17	14	5	3	1
14294948	51	39	17	12	8
14604508	99	83	24	16	3
189408648	56	24	12	32	11
30109156	29	15	2	14	7
35973172	19	7	3	12	3
41166151	23	9	2	14	4
4244091	59	40	12	19	7
52193210	58	55	8	3	0
105359298	17	13	3	4	0
16479297	19	9	1	10	6
15866653	53	47	7	6	1
28676716	36	8	4	28	14
27383017	42	29	5	13	2
65678121	49	25	6	24	4
163211299	28	14	9	14	5
227501522	31	18	0	13	2
47726589	19	12	8	7	3
156428779	38	30	4	8	1
14294939	11	7	1	4	1
16041005	32	28	5	4	1
30378778	151	132	1	19	1
14294934	20	12	7	8	3
278788680	347	66	13	281	26
28352286	80	35	8	45	12
50439745	40	24	0	16	2
217578169	33	12	1	21	3
43341844	21	13	1	8	1
130695360	31	12	7	19	5
221285330	184	174	23	10	1
85380533	22	5	0	17	0
18360447	15	15	4	0	0
17198128	15	14	7	1	1
17658082	56	34	9	22	7
19845484	1882	952	314	930	168
55710789	12	12	3	0	0
116920731	20	19	3	1	1
233620849	50	30	2	20	2
27183315	17	11	2	6	2
88831665	89	47	12	42	10
73605597	52	28	2	24	2
113409114	17	7	4	10	3
19292987	124	76	18	48	11
20179248	15	12	6	3	0
19772442	23	4	2	19	4
19469454	50	38	6	12	3
213862675	42	9	2	33	6
22826311	74	74	23	0	0
14204606	17	10	3	7	4
17198115	1952	1120	318	832	117
24789901	134	120	2	14	0
31173899	28	18	2	10	0
213947161	300	103	8	197	30
26871920	48	37	4	11	2
40111164	46	35	7	11	5
129204941	330	249	64	81	13
194355468	48	21	1	27	3
257614276	82	38	12	44	11
130344281	34	26	14	8	6
140900930	511	311	17	200	14
28141280	18	13	0	5	3
20243403	98	73	25	25	7
133929049	132	53	23	79	25
19051166	63	53	7	10	2
115676150	24	10	8	14	7
194789076	76	59	9	17	3
61020635	934	406	105	528	86
18258005	159	113	20	46	14
29090753	33	29	4	4	1
146959660	13	6	4	7	3
19677282	12	8	1	4	1
107200938	30	24	2	6	1
21832473	27	16	5	11	5
67534938	35	31	12	4	2
64082117	34	14	4	20	6
61020644	54	53	5	1	0
94447378	183	177	15	6	0
18570288	23	15	6	8	2
18996660	2638	1094	177	1544	207
40625064	36	9	0	27	5
46784855	2001	1409	93	592	57
99219398	55	12	0	43	4
15334850	37	18	6	19	8
185694483	56	14	4	42	13
21151704	106	76	16	30	7
37047825	18	13	1	5	1
656013	22	18	1	4	1
55354457	17	17	3	0	0
103149604	50	47	7	3	2
47258347	67	40	9	27	4
33425195	188	53	3	135	13
19051145	82	49	20	33	11
37205410	456	122	23	334	34
96990463	38	34	2	4	0
84686983	43	24	9	19	8
11890702	37	25	7	12	1
258522463	30	16	8	14	3
45368278	47	17	5	30	5
179681882	46	43	9	3	1
266961985	59	30	11	29	16
19289677	13	11	3	2	2
198709615	63	61	5	2	1
67384532	20	15	5	5	1
15654364	483	320	66	163	14
16565608	67	48	7	19	2
14294976	703	29	9	674	19
242862638	72	71	17	1	0
30200533	51	34	3	17	5
14976754	12	6	1	6	3
18618770	896	431	56	465	51
45424587	43	11	1	32	11
18912014	4362	2824	462	1538	206
14204651	64	49	16	15	5
15097417	373	292	50	81	12
83978331	27	23	5	4	0
15470187	62	43	18	19	7
191698856	19	10	4	9	7
221307460	29	24	3	5	0
288267191	82	72	9	10	1
24007881	28	14	5	14	7
96911202	12	12	7	0	0
118586126	88	83	13	5	1
80367702	21	15	0	6	1
44125269	19	11	4	8	5
15334878	801	772	68	29	2
43267111	110	96	6	14	1
60693025	33	33	6	0	0
23835567	58	30	15	28	11
18026375	33	27	7	6	1
33018447	18	18	3	0	0
214560173	33	15	4	18	6
92086581	42	24	5	18	6
179525738	30	20	2	10	2
132068304	31	12	2	19	5
23405465	64	32	8	32	9
58524026	23	10	2	13	6
91287418	29	15	1	14	3
170798911	80	80	1	0	0
170809377	91	72	3	19	3
83914319	20	17	4	3	0
15866641	15	8	2	7	2
174100159	37	10	1	27	3
17588216	88	46	8	42	8
24408350	29	23	6	6	2
23243142	26	10	3	16	4
20640155	22	8	1	14	3
32194489	5002	460	12	4542	49
114547361	35	19	5	16	7
29523081	19	12	2	7	1
14323467	157	137	38	20	7
23539710	49	24	4	25	4
16925288	3925	3549	514	376	30
64082167	52	16	5	36	15
29354944	429	407	64	22	2
149058015	33	8	3	25	5
74874192	11	11	3	0	0
19399466	15	10	3	5	1
58929737	103	74	8	29	2
177459180	17	13	2	4	1
10110452	54	28	4	26	7
25918834	27	9	1	18	2
152534689	16	9	0	7	4
18570246	26	15	4	11	2
73393866	21	9	3	12	3
241765605	596	585	43	11	0
14520297	15	9	3	6	2
47469312	96	81	11	15	3
38496292	44	27	9	17	6
143356432	15	13	3	2	1
231253559	48	16	3	32	6
15843133	43	36	3	7	0
250242732	175	141	28	34	8
16740346	14	13	5	1	0
63707173	15	10	6	5	1
241455707	14	12	2	2	0
35766577	54	46	9	8	3
23911444	13	9	4	4	1
297368277	84	33	4	51	8
25556666	16	14	3	2	0
303837644	26	20	2	6	3
46005455	17	11	0	6	1
9590082	37	22	5	15	6
44873551	15	10	5	5	1
277253266	54	8	2	46	9
76090142	516	514	36	2	0
72994935	112	88	17	24	3
32442113	17	14	2	3	0
17077753	79	53	18	26	8
174956000	17	8	0	9	0
120006249	31	10	2	21	4
23089056	19	15	7	4	0
65362856	33	33	8	0	0
226566885	55	50	5	5	1
22819058	71	65	35	6	4
41758944	511	432	8	79	10
16565629	2023	856	127	1167	161
16191312	42	30	12	12	6
236722177	1897	960	218	937	169
14114324	96	47	9	49	13
153758808	39	10	1	29	2
14976737	1034	422	139	612	53
14976738	13	9	5	4	0
125803907	27	21	2	6	0
29286905	21	17	4	4	1
15407158	20	16	5	4	0
30000832	57	35	10	22	6
53151165	95	36	5	59	2
23479832	26	9	3	17	5
26186289	13	10	4	3	0
104045772	471	286	52	185	32
47636289	46	37	18	9	2
170391905	43	21	6	22	6
15097479	423	407	65	16	2
119534087	51	18	4	33	5
26784273	762	485	105	277	51
16719435	146	99	15	47	7
14076555	52	36	11	16	6
35424102	25	24	1	1	0
17312357	24	24	1	0	0
71152694	47	31	9	16	6
13564282	76	54	18	22	10
17312353	19	17	8	2	0
20546277	35	14	5	21	2
236510267	62	27	4	35	6
13031012	61	49	17	12	3
19571458	12	7	2	5	0
17273391	397	333	61	64	7
31977997	34	24	2	10	0
243049022	217	159	14	58	2
36511263	37	12	3	25	3
9744912	49	45	18	4	1
14674690	360	292	84	68	18
92101210	19	13	8	6	3
22863657	46	20	6	26	3
17077720	18	9	3	9	4
21721682	44	9	5	35	8
150445945	169	136	7	33	5
205450379	110	97	29	13	2
188668203	29	11	2	18	7
15843172	14	10	3	4	2
13564272	334	272	35	62	12
102122855	59	40	20	19	6
15870629	21	11	1	10	3
16191332	16	12	3	4	1
23503412	57	19	2	38	4
158164964	32	20	0	12	4
36511271	11	8	5	3	1
103961855	16	11	4	5	1
23089044	46	33	5	13	3
44806772	95	20	0	75	3
31021081	33	30	11	3	1
18093895	46	31	14	15	9
22779392	24	16	6	8	4
253842929	20	17	0	3	0
82962417	36	12	4	24	9
96239648	41	16	5	25	7
64800195	20	7	4	13	5
64232104	56	23	8	33	9
26603884	28	15	10	13	2
122811028	951	898	86	53	4
15843157	12	5	3	7	3
175392531	14	8	1	6	2
16326882	11	8	3	3	0
24208277	11	9	2	2	0
34623670	1798	1067	223	731	77
115487545	36	9	3	27	3
39632771	27	18	7	9	2
13752012	2634	2574	492	60	5
19304481	1092	849	152	243	26
74314555	17	11	6	6	3
154314471	348	319	40	29	6
27485320	14	6	1	8	2
34992512	57	13	4	44	18
16913492	36	26	3	10	2
108393422	16	16	6	0	0
18314384	202	181	29	21	7
801082	14	8	5	6	2
61848887	478	445	67	33	2
727963	18	15	4	3	1
30126631	34	25	2	9	1
30970497	13	11	0	2	1
15843154	224	80	1	144	4
18019794	17	11	6	6	1
179681825	30	11	3	19	7
26603895	20	9	0	11	4
92320280	64	35	9	29	8
793179	18	13	6	5	2
34833356	64	34	3	30	5
17539499	36	19	4	17	5
112529527	13	7	4	6	3
18996619	27	19	9	8	4
25292302	11	3	1	8	2
16453420	25	16	6	9	4
105881394	591	403	19	188	15
15465318	36	32	6	4	3
137774811	49	39	5	10	1
32143166	16	11	1	5	0
140635836	314	280	62	34	6
34395449	55	36	9	19	8
26278379	27	21	5	6	0
17681451	18	16	9	2	0
99833056	14	13	3	1	0
23456935	12	10	3	2	1
26247462	15	11	0	4	0
161036451	53	26	6	27	6
42406806	141	59	4	82	8
24486932	882	464	24	418	33
31580608	50	50	12	0	0
15107951	61	36	13	25	9
92828182	99	24	1	75	5
17593139	66	47	11	19	9
34952371	2186	1063	156	1123	60
43131842	92	72	10	20	1
14377939	252	217	36	35	7
20198897	11	9	6	2	0
58330581	63	47	10	16	2
14189025	46	33	21	13	7
166269560	32	13	8	19	9
6834342	54	39	4	15	0
15887381	32	29	5	3	0
14848428	21	13	7	8	2
121632540	22	22	5	0	0
61524280	2444	1679	178	765	75
19136693	19	14	7	5	2
40602741	20	12	4	8	2
109663848	55	32	4	23	3
164720918	15	9	3	6	1
33680422	68	37	11	31	9
29747410	67	55	12	12	2
29010444	39	35	7	4	1
281680711	78	25	12	53	17
61598620	363	320	55	43	9
58290626	17	11	3	6	2
260881799	131	40	0	91	5
17478046	75	61	4	14	2
14189016	16	10	5	6	0
20913230	44	25	2	19	3
47653435	34	24	4	10	2
99622965	25	25	1	0	0
140172394	19	12	6	7	3
6524742	62	36	8	26	7
19425187	27	13	5	14	4
43020951	30	23	3	7	2
39908318	24	14	2	10	3
14100617	52	19	4	33	5
99035355	117	66	4	51	7
6261942	11	9	4	2	1
7853392	595	168	43	427	32
123948970	83	14	0	69	9
55020058	14	11	4	3	1
197151957	18	15	7	3	0
23666635	45	29	10	16	5
96395361	77	45	13	32	12
793091	81	49	7	32	8
29747434	2002	1175	301	827	171
9864362	20	14	8	6	3
243895818	47	34	4	13	3
36497303	60	35	3	25	8
41963531	55	44	8	11	2
14562016	717	392	90	325	59
92410156	77	41	11	36	5
52905976	869	622	46	247	23
42501608	18	8	3	10	6
16565696	36	21	6	15	6
15768434	29	19	8	10	2
23146693	51	37	6	14	3
176909263	147	130	13	17	1
22524337	15	12	4	3	2
22779417	4876	4777	561	99	10
232462946	164	128	12	36	3
168804580	31	22	3	9	5
133124003	62	20	15	42	29
216438831	38	32	13	6	1
96621996	102	92	3	10	0
18655633	234	125	18	109	20
89609307	27	15	5	12	5
21721714	79	29	7	50	14
14241238	79	29	7	50	12
26776228	64	35	6	29	3
33949700	15	9	6	6	2
25341610	32	27	9	5	2
60770264	306	282	44	24	5
27966201	72	57	9	15	1
12276932	1316	514	148	802	136
26308513	50	19	4	31	7
33680462	29	17	4	12	1
61329081	29	14	2	15	2
33580845	551	455	70	96	15
32012989	52	29	4	23	5
164313289	17	11	3	6	2
52851369	44	24	8	20	9
105905873	13	11	0	2	1
14377984	13	7	2	6	1
35862754	77	48	4	29	4
244136593	36	11	4	25	8
246386126	66	59	15	7	1
